Drug_ID,Target_ID,pair_id,Core5_Votes,Optional_Votes,Total_Votes_Optional7,Supporting_Models,graphdta_score,dtiam_score,drugban_score,deeppurpose_score,deepdtagan_score,moltrans_score,conplex_score,Drug_Name,Drug_Type,target_name,gene_name,uniprot_accession,organism,Predicted_Disease_TXGNN,Disease_Probability_TXGNN,Disease_Type_TXGNN
DB01933,BE0004757,DB01933|BE0004757,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.617,0.0375533364713192,0.9922388,5.9596,12.96183,,,7-Hydroxystaurosporine,small molecule,Serine/threonine-protein kinase SIK1,SIK1,P57059,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0004687,DB01933|BE0004687,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,13.2305,0.2855604588985443,0.99672616,6.021,12.58917,,,7-Hydroxystaurosporine,small molecule,A disintegrin and metalloproteinase with thrombospondin motifs 4,ADAMTS4,O75173,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0004637,DB01933|BE0004637,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,13.0057,0.1053041890263557,0.9972638,5.8409,13.09342,,,7-Hydroxystaurosporine,small molecule,Polycomb protein SCMH1,SCMH1,Q96GD3,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0004622,DB01933|BE0004622,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.5044,0.0740530267357826,0.99165195,6.0434,12.77485,,,7-Hydroxystaurosporine,small molecule,Kinesin-like protein KIF2C,KIF2C,Q99661,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0004619,DB01933|BE0004619,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.7476,0.0979397892951965,0.99946433,5.9832,12.73026,,,7-Hydroxystaurosporine,small molecule,Alpha-N-acetylgalactosaminidase,NAGA,P17050,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0004613,DB01933|BE0004613,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.9,0.3973228633403778,0.99986315,5.8009,13.02115,,,7-Hydroxystaurosporine,small molecule,N-acetylmuramoyl-L-alanine amidase,PGLYRP2,Q96PD5,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0004566,DB01933|BE0004566,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,13.0049,0.9084703922271729,0.99669755,5.753,12.70705,,,7-Hydroxystaurosporine,small molecule,L-amino-acid oxidase,IL4I1,Q96RQ9,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0004523,DB01933|BE0004523,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.8371,0.6370745897293091,0.9970053,5.8768,13.0156,,,7-Hydroxystaurosporine,small molecule,Bile salt-activated lipase,CEL,P19835,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0004479,DB01933|BE0004479,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.8884,0.0964960530400276,0.9999931,6.0285,12.76936,,,7-Hydroxystaurosporine,small molecule,Tolloid-like protein 2,TLL2,Q9Y6L7,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0004348,DB01933|BE0004348,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.8317,0.2586507797241211,0.98453635,5.8319,12.70166,,,7-Hydroxystaurosporine,small molecule,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial",PDK2,Q15119,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0004111,DB01933|BE0004111,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.5956,0.0652135908603668,0.9931942,5.807,13.11893,,,7-Hydroxystaurosporine,small molecule,Lactase-like protein,LCTL,Q6UWM7,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0004073,DB01933|BE0004073,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.6794,0.8139688968658447,0.97453487,5.8485,12.73684,,,7-Hydroxystaurosporine,small molecule,Geranylgeranyl transferase type-2 subunit beta,RABGGTB,P53611,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0003872,DB01933|BE0003872,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.7237,0.4723991453647613,0.999853,5.9371,12.63188,,,7-Hydroxystaurosporine,small molecule,Disintegrin and metalloproteinase domain-containing protein 28,ADAM28,Q9UKQ2,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0003780,DB01933|BE0003780,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.8737,0.0444734692573547,0.9996043,5.8701,12.85761,,,7-Hydroxystaurosporine,small molecule,Glycylpeptide N-tetradecanoyltransferase 2,NMT2,O60551,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0003775,DB01933|BE0003775,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.4748,0.6352620124816895,0.9985952,6.1261,12.83179,,,7-Hydroxystaurosporine,small molecule,Heat shock cognate 71 kDa protein,HSPA8,P11142,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0003703,DB01933|BE0003703,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.7425,0.1706880778074264,0.9996107,5.9889,12.81551,,,7-Hydroxystaurosporine,small molecule,Matrix metalloproteinase-28,MMP28,Q9H239,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0003702,DB01933|BE0003702,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.8275,0.0670000165700912,0.9941718,5.9786,12.7069,,,7-Hydroxystaurosporine,small molecule,Matrix metalloproteinase-27,MMP27,Q9H306,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0003695,DB01933|BE0003695,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,13.2641,0.6608231067657471,0.99867105,5.8014,12.8793,,,7-Hydroxystaurosporine,small molecule,Matrix metalloproteinase-19,MMP19,Q99542,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0003694,DB01933|BE0003694,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,13.0356,0.6490578055381775,0.99272996,5.6971,12.7992,,,7-Hydroxystaurosporine,small molecule,Matrix metalloproteinase-17,MMP17,Q9ULZ9,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0003691,DB01933|BE0003691,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.7548,0.1746349930763244,0.9970385,5.5774,12.84437,,,7-Hydroxystaurosporine,small molecule,Stromelysin-3,MMP11,P24347,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0003525,DB01933|BE0003525,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,13.4124,0.2938145995140075,0.9879402,5.9697,12.99054,,,7-Hydroxystaurosporine,small molecule,Histone deacetylase 7,HDAC7,Q8WUI4,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0003523,DB01933|BE0003523,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,13.2286,0.7600780129432678,0.99701154,6.0216,13.27195,,,7-Hydroxystaurosporine,small molecule,Histone deacetylase 4,HDAC4,P56524,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0003508,DB01933|BE0003508,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.6489,0.0991270989179611,0.9997979,6.2254,12.64093,,,7-Hydroxystaurosporine,small molecule,Parathyroid hormone/parathyroid hormone-related peptide receptor,PTH1R,Q03431,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0003191,DB01933|BE0003191,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.5756,0.1243640631437301,0.98081964,5.8496,12.68524,,,7-Hydroxystaurosporine,small molecule,Lethal(3)malignant brain tumor-like protein 1,L3MBTL1,Q9Y468,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0002705,DB01933|BE0002705,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.6469,0.863886833190918,0.99991834,6.1104,13.05859,,,7-Hydroxystaurosporine,small molecule,Liver carboxylesterase 1,CES1,P23141,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0002402,DB01933|BE0002402,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.6234,0.0604834780097007,0.9668276,5.6763,12.72942,,,7-Hydroxystaurosporine,small molecule,Small ribosomal subunit protein uS2,RPSA,P08865,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0002397,DB01933|BE0002397,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.7068,0.1106324717402458,0.99932265,5.9431,12.9168,,,7-Hydroxystaurosporine,small molecule,Furin,FURIN,P09958,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0002372,DB01933|BE0002372,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.9165,0.9290208220481871,0.9974189,5.6361,12.864,,,7-Hydroxystaurosporine,small molecule,Protein farnesyltransferase subunit beta,FNTB,P49356,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0002371,DB01933|BE0002371,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.7041,0.0446199290454387,0.99960357,6.487,12.92166,,,7-Hydroxystaurosporine,small molecule,Neuromedin-K receptor,TACR3,P29371,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0002340,DB01933|BE0002340,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.9592,0.265922337770462,0.98900944,5.9752,12.74332,,,7-Hydroxystaurosporine,small molecule,Gamma-aminobutyric acid type B receptor subunit 2,GABBR2,O75899,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0002320,DB01933|BE0002320,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.5751,0.0541263110935688,0.99929523,5.8162,12.85217,,,7-Hydroxystaurosporine,small molecule,"All-trans-retinol 13,14-reductase",RETSAT,Q6NUM9,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0002314,DB01933|BE0002314,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.973,0.2725026905536651,0.9699924,5.8391,13.03726,,,7-Hydroxystaurosporine,small molecule,Protein-arginine deiminase type-1,PADI1,Q9ULC6,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0002313,DB01933|BE0002313,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.8378,0.7704588174819946,0.99637467,5.7429,12.64224,,,7-Hydroxystaurosporine,small molecule,Protein-arginine deiminase type-6,PADI6,Q6TGC4,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0002271,DB01933|BE0002271,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.8328,0.1252736896276474,0.9999902,6.0397,12.94453,,,7-Hydroxystaurosporine,small molecule,Glutamyl aminopeptidase,ENPEP,Q07075,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0002266,DB01933|BE0002266,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.8547,0.8564147353172302,0.9911287,5.6473,12.74161,,,7-Hydroxystaurosporine,small molecule,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase,NAGPA,Q9UK23,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0002222,DB01933|BE0002222,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.7379,0.244440272450447,0.9994894,5.9903,12.68269,0.3618793,,7-Hydroxystaurosporine,small molecule,Substance-K receptor,TACR2,P21452,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0001701,DB01933|BE0001701,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.8438,0.2060633599758148,0.9976901,5.7241,12.86822,,,7-Hydroxystaurosporine,small molecule,Complement factor B,CFB,P00751,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0001680,DB01933|BE0001680,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.7539,0.0996204912662506,0.99763405,5.9229,12.69245,,,7-Hydroxystaurosporine,small molecule,Leukotriene A-4 hydrolase,LTA4H,P09960,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0001627,DB01933|BE0001627,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,13.0146,0.0781926065683364,0.9946025,5.7882,12.94303,0.395246,,7-Hydroxystaurosporine,small molecule,Inositol-trisphosphate 3-kinase A,ITPKA,P23677,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0001466,DB01933|BE0001466,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.8645,0.3195392191410064,0.9999168,6.2132,12.69506,,,7-Hydroxystaurosporine,small molecule,Lanosterol synthase,LSS,P48449,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0001414,DB01933|BE0001414,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.5467,0.2863079905509949,0.9914551,5.8623,12.7835,,,7-Hydroxystaurosporine,small molecule,"Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase",MAN1B1,Q9UKM7,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0001287,DB01933|BE0001287,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,13.407,0.2535244822502136,0.99534047,6.1294,12.66226,0.14708397,,7-Hydroxystaurosporine,small molecule,"3',5'-cyclic-AMP phosphodiesterase 4D",PDE4D,Q08499,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0001223,DB01933|BE0001223,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,13.1819,0.0855634659528732,0.9995134,5.9124,12.71734,,,7-Hydroxystaurosporine,small molecule,"cGMP-inhibited 3',5'-cyclic phosphodiesterase 3B",PDE3B,Q13370,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0001215,DB01933|BE0001215,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.7272,0.1627246886491775,0.97422093,5.7121,12.81636,,,7-Hydroxystaurosporine,small molecule,m7GpppX diphosphatase,DCPS,Q96C86,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0001198,DB01933|BE0001198,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.5703,0.0500867441296577,0.9979798,5.6572,12.96375,,,7-Hydroxystaurosporine,small molecule,Macrophage metalloelastase,MMP12,P39900,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0001180,DB01933|BE0001180,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,13.0214,0.1406849771738052,0.99998915,5.9421,13.082,,,7-Hydroxystaurosporine,small molecule,Fibronectin,FN1,P02751,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0001107,DB01933|BE0001107,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,13.0789,0.082138180732727,0.99459827,5.858,12.96928,,,7-Hydroxystaurosporine,small molecule,Pulmonary surfactant-associated protein D,SFTPD,P35247,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0001078,DB01933|BE0001078,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.8646,0.0797078236937522,0.99549,5.9983,12.72923,,,7-Hydroxystaurosporine,small molecule,Aminopeptidase N,ANPEP,P15144,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0000988,DB01933|BE0000988,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.689,0.0561895221471786,0.99950325,5.7558,12.74937,,,7-Hydroxystaurosporine,small molecule,Beta-secretase 1,BACE1,P56817,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0000966,DB01933|BE0000966,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.701,0.6381592750549316,0.99993503,5.7572,12.6841,,,7-Hydroxystaurosporine,small molecule,Collagenase 3,MMP13,P45452,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0000965,DB01933|BE0000965,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.5586,0.4277110397815704,0.9996854,5.6861,13.07487,,,7-Hydroxystaurosporine,small molecule,"Apoptosis-inducing factor 1, mitochondrial",AIFM1,O95831,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0000910,DB01933|BE0000910,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.7039,0.1051061153411865,0.999846,5.8705,12.73807,,,7-Hydroxystaurosporine,small molecule,Alpha-2-macroglobulin,A2M,P01023,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0000892,DB01933|BE0000892,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.5106,0.7497643232345581,0.98313636,5.7852,12.68766,,,7-Hydroxystaurosporine,small molecule,DNA (cytosine-5)-methyltransferase 1,DNMT1,P26358,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0000888,DB01933|BE0000888,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.8592,0.3048435747623443,0.99857223,6.0105,12.76193,,,7-Hydroxystaurosporine,small molecule,Acyl-CoA (8-3)-desaturase,FADS1,O60427,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0000876,DB01933|BE0000876,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,13.3624,0.1103601679205894,0.9968522,5.9643,12.88758,,,7-Hydroxystaurosporine,small molecule,Lysosomal alpha-glucosidase,GAA,P10253,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0000747,DB01933|BE0000747,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.5983,0.1425092816352844,0.99999917,5.8797,12.74465,,,7-Hydroxystaurosporine,small molecule,Aldo-keto reductase family 1 member B1,AKR1B1,P15121,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0000715,DB01933|BE0000715,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.5838,0.2786439955234527,0.99841106,6.6189,12.76768,,,7-Hydroxystaurosporine,small molecule,Alpha-1D adrenergic receptor,ADRA1D,P25100,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0000642,DB01933|BE0000642,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.5003,0.3602551519870758,0.9992612,5.6472,12.65552,,,7-Hydroxystaurosporine,small molecule,72 kDa type IV collagenase,MMP2,P08253,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0000601,DB01933|BE0000601,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.7506,0.2106909751892089,0.9996069,5.9162,13.18863,,,7-Hydroxystaurosporine,small molecule,Solute carrier family 12 member 4,SLC12A4,Q9UP95,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0000580,DB01933|BE0000580,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.7901,0.8254177570343018,0.9998035,5.7251,12.94291,,,7-Hydroxystaurosporine,small molecule,NADH-ubiquinone oxidoreductase chain 5,MT-ND5,P03915,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0000575,DB01933|BE0000575,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.4682,0.2963421046733856,0.99101907,6.4929,12.77221,,,7-Hydroxystaurosporine,small molecule,Alpha-1B adrenergic receptor,ADRA1B,P35368,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0000538,DB01933|BE0000538,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.5457,0.3863661587238312,0.9880873,5.8397,12.91934,,,7-Hydroxystaurosporine,small molecule,Fibrinogen alpha chain,FGA,P02671,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0000502,DB01933|BE0000502,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.6886,0.0810480788350105,0.9998573,5.9974,13.37468,0.23545095,,7-Hydroxystaurosporine,small molecule,Solute carrier family 12 member 1,SLC12A1,Q13621,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0000451,DB01933|BE0000451,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.786,0.0436242632567882,0.99996555,6.5633,12.71035,,,7-Hydroxystaurosporine,small molecule,5-hydroxytryptamine receptor 2A,HTR2A,P28223,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0000442,DB01933|BE0000442,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.8028,0.2214477062225341,0.9946833,6.1078,12.6595,,,7-Hydroxystaurosporine,small molecule,Histamine H1 receptor,HRH1,P35367,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0000436,DB01933|BE0000436,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.9623,0.0920124426484108,0.999793,6.0129,12.76224,,,7-Hydroxystaurosporine,small molecule,"cGMP-inhibited 3',5'-cyclic phosphodiesterase 3A",PDE3A,Q14432,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0000426,DB01933|BE0000426,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.8683,0.6177918910980225,0.99657226,5.4176,12.82094,,,7-Hydroxystaurosporine,small molecule,Acetylcholinesterase,ACHE,P22303,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0000393,DB01933|BE0000393,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.7067,0.04109688103199,0.99462163,6.3896,12.71898,,,7-Hydroxystaurosporine,small molecule,5-hydroxytryptamine receptor 2B,HTR2B,P41595,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0000391,DB01933|BE0000391,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.7231,0.3062247931957245,0.9923298,5.8025,13.22644,,,7-Hydroxystaurosporine,small molecule,Alpha-N-acetylglucosaminidase,NAGLU,P54802,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0000386,DB01933|BE0000386,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.8328,0.1095323264598846,0.9830184,6.0766,12.66061,,,7-Hydroxystaurosporine,small molecule,Monocarboxylate transporter 6,SLC16A5,O15375,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0000385,DB01933|BE0000385,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.7387,0.2398559898138046,0.99403244,5.6221,12.78687,,,7-Hydroxystaurosporine,small molecule,Interferon alpha/beta receptor 2,IFNAR2,P48551,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0000380,DB01933|BE0000380,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.7298,0.2053887099027633,0.9992379,5.7623,12.95685,,,7-Hydroxystaurosporine,small molecule,Vitamin K-dependent protein C,PROC,P04070,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0000364,DB01933|BE0000364,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.7985,0.0444216877222061,0.99691546,5.9392,12.86076,,,7-Hydroxystaurosporine,small molecule,Coagulation factor IX,F9,P00740,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0000309,DB01933|BE0000309,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.7375,0.070889227092266,0.9808775,5.9092,12.73697,,,7-Hydroxystaurosporine,small molecule,Polyunsaturated fatty acid lipoxygenase ALOX15,ALOX15,P16050,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0000292,DB01933|BE0000292,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,13.0158,0.32109335064888,0.9972873,6.0887,12.88088,,,7-Hydroxystaurosporine,small molecule,"Serine hydroxymethyltransferase, mitochondrial",SHMT2,P34897,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0000281,DB01933|BE0000281,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.9045,0.0448768585920333,0.99924016,5.9412,13.14171,,,7-Hydroxystaurosporine,small molecule,Solute carrier family 12 member 2,SLC12A2,P55011,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0000276,DB01933|BE0000276,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.6926,0.0864589512348175,0.99817824,6.1181,13.19396,,,7-Hydroxystaurosporine,small molecule,Solute carrier family 12 member 7,SLC12A7,Q9Y666,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0000270,DB01933|BE0000270,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.6867,0.8909338712692261,0.99619126,6.0824,12.94846,,,7-Hydroxystaurosporine,small molecule,Renin,REN,P00797,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0000225,DB01933|BE0000225,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.477,0.1633903533220291,0.9716106,5.6652,12.9476,,,7-Hydroxystaurosporine,small molecule,"Pyrroline-5-carboxylate reductase 1, mitochondrial",PYCR1,P32322,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0000221,DB01933|BE0000221,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,13.0597,0.7003949284553528,0.9995968,6.1649,13.0154,,,7-Hydroxystaurosporine,small molecule,Angiotensin-converting enzyme,ACE,P12821,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0000216,DB01933|BE0000216,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,13.0892,0.9128655195236206,0.99080676,5.8598,12.7753,,,7-Hydroxystaurosporine,small molecule,Coagulation factor X,F10,P00742,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0000212,DB01933|BE0000212,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.7553,0.1108603179454803,0.9989544,5.9127,12.6918,,,7-Hydroxystaurosporine,small molecule,High affinity cationic amino acid transporter 1,SLC7A1,P30825,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0000174,DB01933|BE0000174,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.9236,0.6512097716331482,0.99912363,5.7355,12.66287,,,7-Hydroxystaurosporine,small molecule,Monocarboxylate transporter 7,SLC16A6,O15403,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0000172,DB01933|BE0000172,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.7646,0.1350316852331161,0.9995881,6.2361,12.94168,,,7-Hydroxystaurosporine,small molecule,Beta-1 adrenergic receptor,ADRB1,P08588,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0000147,DB01933|BE0000147,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,13.0473,0.0031770011410117,0.99822825,7.4373,12.91963,,,7-Hydroxystaurosporine,small molecule,Receptor-type tyrosine-protein kinase FLT3,FLT3,P36888,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0000136,DB01933|BE0000136,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.5945,0.1824736297130584,0.97436607,6.0609,12.75532,,,7-Hydroxystaurosporine,small molecule,Cationic amino acid transporter 3,SLC7A3,Q8WY07,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0000058,DB01933|BE0000058,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.8222,0.5651199817657471,0.9963684,5.8364,12.82766,,,7-Hydroxystaurosporine,small molecule,Matrix metalloproteinase-9,MMP9,P14780,Humans,diabetic retinopathy,0.9893,Standard
